file,r_i_glide_gscore,r_i_docking_score
P162-0999,-8.87621445754182,-8.87341445754182
S039-3673,-9.07994656322845,-8.87304656322845
G540-0647,-8.87182853944573,-8.87162853944573
F742-0139,-8.87099459609406,-8.87099459609406
D077-0267,-8.87088987037151,-8.87088987037151
Y041-7245,-8.87961986717169,-8.87061986717169
Y020-1965,-8.87047719602848,-8.86997719602848
C444-1632,-8.87871483943729,-8.86991483943729
T226-1696,-8.86828030001724,-8.86828030001724
1683-2520,-8.86710353961066,-8.86710353961066
E570-2169,-8.87358046198284,-8.86688046198284
V022-8435,-8.88480896482798,-8.86610896482798
D487-0194,-8.86493584336564,-8.86493584336564
D600-0633,-8.86398768000368,-8.86398768000368
8539-0678,-8.86285391682496,-8.86285391682496
G721-0081,-8.8621343732924,-8.8621343732924
J108-0595,-8.86015701725748,-8.86015701725748
D077-0364,-8.85958400836616,-8.85958400836616
D077-0068,-8.85933752253144,-8.85933752253144
C463-0299,-8.86017083900322,-8.85887083900322
Y070-4576,-8.861575791996,-8.858775791996
2207-0059,-8.85810410832783,-8.85810410832783
M320-0703,-8.85768538237304,-8.85768538237304
D725-0224,-8.92599467182871,-8.85649467182871
7062-0780,-8.85646490256037,-8.85646490256037
3606-0141,-9.00666132012392,-8.85546132012392
V002-7219,-8.85423143411147,-8.85423143411147
C200-3153,-8.85377082605187,-8.85377082605187
G801-0525,-8.86070003135986,-8.85340003135986
C249-0040,-8.85264006816881,-8.85264006816881
Z250-1330,-8.89047361207469,-8.85147361207469
G843-1187,-8.85063239266025,-8.85063239266025
4264-0046,-8.84973380242801,-8.84973380242801
G072-0128,-8.93440268208172,-8.84950268208172
D077-0368,-8.84863344245165,-8.84863344245165
D077-0386,-8.84824237815495,-8.84824237815495
Z250-1339,-8.86562808625534,-8.84822808625534
V018-9166,-8.84814271474944,-8.84794271474945
J108-0021,-8.84717386061928,-8.84717386061928
C498-0023,-8.84687041251812,-8.84687041251812
Y041-3555,-8.85209683918602,-8.84649683918602
0866-0027,-8.84579706456393,-8.84579706456393
F389-0069,-9.15206415758647,-8.84536415758647
5655-0302,-9.08433865898565,-8.84443865898564
V014-3708,-8.84423303291904,-8.84423303291904
V029-8361,-8.84405962805241,-8.84405962805241
C444-1632,-8.85272520810468,-8.84392520810468
E570-4060,-8.84354173371547,-8.84354173371547
V015-0865,-8.84328386314746,-8.84328386314746
D401-0744,-8.8432320131784,-8.8432320131784
6260-2238,-8.86689756499566,-8.84279756499566
C498-0062,-8.842631303104,-8.842031303104
G843-1037,-8.84170546025351,-8.84170546025351
C597-0409,-8.84230664855789,-8.84100664855789
F541-0101,-8.84094545571446,-8.84094545571446
V021-8285,-8.84170652778666,-8.84060652778666
K788-4147,-8.8399293062984,-8.8399293062984
M628-0234,-8.83960995049323,-8.83960995049323
C926-0177,-8.84149037664587,-8.83939037664587
F471-0782,-8.84001363238389,-8.83931363238389
D077-0074,-8.83862335417973,-8.83862335417973
F527-0595,-8.83841438293432,-8.83841438293432
1497-0698,-8.83763737827692,-8.83763737827692
P038-4886,-8.83666361179947,-8.83666361179947
J108-0405,-8.83624083823748,-8.83624083823748
G199-3614,-9.25510735204748,-8.83620735204748
P162-0951,-8.83898318275524,-8.83618318275524
G229-0436,-8.83514000215897,-8.83514000215897
F668-0851,-8.83513203970207,-8.83513203970207
F071-0823,-8.83494977001222,-8.83494977001222
V014-6872,-9.01486973656839,-8.83466973656839
5655-0302,-9.07410727876705,-8.83420727876705
C463-0346,-8.83427578601599,-8.83407578601599
Y041-5304,-8.8340080984533,-8.8340080984533
G365-0260,-9.62072092125749,-8.83302092125749
T226-1129,-8.83711631322604,-8.83281631322604
0688-0429,-8.8316157131132,-8.8316157131132
F537-0213,-8.83142547041148,-8.83142547041148
C498-0055,-8.83093154945083,-8.83093154945083
M628-0135,-8.82985763230804,-8.82985763230804
G857-0891,-8.82843735698809,-8.82843735698809
Y041-3910,-8.82840645244778,-8.82840645244778
M455-0549,-8.82807732764162,-8.82807732764162
P038-4719,-8.82842752162188,-8.82792752162188
5132-1090,-8.82731499434195,-8.82731499434195
D077-0001,-8.82554897976187,-8.82554897976187
D077-0275,-8.82524681103567,-8.82524681103567
C797-1060,-8.82433920078159,-8.82433920078159
8005-4489,-8.82422929343907,-8.82422929343907
Y020-9482,-8.82423528797052,-8.82403528797052
F804-1124,-8.82390952974731,-8.82390952974731
8755-0183,-8.8256302651282,-8.82373026512821
C482-0099,-8.82364906938177,-8.82364906938177
D077-0108,-8.82356205185936,-8.82356205185936
L834-0579,-8.82285270579449,-8.82285270579449
S062-0100,-9.2332013634046,-8.8225013634046
6055-0104,-8.82244582142518,-8.82244582142518
6466-1126,-8.8218097949512,-8.8218097949512
D300-0078,-8.82927765600739,-8.82107765600739
8539-0679F,-8.81997478526651,-8.81997478526651
J047-0146,-8.81916775103991,-8.81916775103991
V014-4408,-8.81854115435078,-8.81854115435078
D715-2439,-8.82011867466644,-8.81831867466645
E570-4045,-8.82701535533568,-8.81831535533568
G199-2098,-9.32568123369066,-8.81718123369066
J108-0601,-8.81633732785244,-8.81633732785244
F833-1215,-8.81661156960891,-8.81581156960891
8563-0618,-8.81512969744841,-8.81512969744841
4286-0084,-8.82181448539023,-8.81511448539023
D718-1500,-9.18976776550573,-8.81396776550573
4311-1728,-8.81314926405582,-8.81314926405582
V015-0865,-8.81291269993349,-8.81291269993349
T834-1223,-8.8138074553439,-8.8125074553439
Z601-5267,-8.81174820588389,-8.81174820588389
4565-0009,-8.81710615666265,-8.81120615666265
4550-0154,-8.81081182227913,-8.81081182227913
L459-0080,-8.81027799948375,-8.81027799948375
3697-0247,-8.80878513106325,-8.80878513106325
Z601-0263,-8.80828596035619,-8.80828596035619
0099-0189,-8.81124064479378,-8.80764064479378
C201-0053,-8.91375872907345,-8.80735872907345
5752-0155,-8.80712242711215,-8.80712242711215
C361-1765,-8.80711044012189,-8.80711044012189
D077-0276,-8.80601295265448,-8.80601295265448
5537-0014,-8.80594575116527,-8.80594575116527
Z250-1591,-8.82394529598047,-8.80544529598047
D389-0492,-8.80542507613803,-8.80542507613803
Z250-1309,-8.82220535383581,-8.80510535383581
D367-0288,-9.23158163464059,-8.80478163464059
F543-0433,-8.80457814405686,-8.80457814405686
C301-7877,-8.80450583328007,-8.80450583328007
K832-1136,-8.89154645369263,-8.80444645369263
3998-0019,-8.80383798926015,-8.80383798926015
K227-0287,-8.80378043492133,-8.80378043492133
5752-0162,-8.80295687381338,-8.80295687381338
M597-0135,-8.83479584819504,-8.80279584819504
C926-0235,-8.80484275653294,-8.80274275653294
L322-0536,-8.80272625902068,-8.80272625902068
D718-1498,-9.1249000320981,-8.8024000320981
D600-0643,-8.80226761651814,-8.80226761651814
D437-0120,-8.80193938148422,-8.80193938148422
6434-3572,-8.80065299012203,-8.80065299012203
L322-0212,-8.80054809780632,-8.80054809780632
C260-0779,-8.80013953664737,-8.80013953664737
Z250-1317,-8.81689691650044,-8.79989691650044
D389-0150,-8.79974720001355,-8.79974720001355
3448-3186,-8.79958541164413,-8.79958541164413
C200-2834,-8.79884196562928,-8.79884196562928
D645-0029,-8.79858318875956,-8.79858318875956
8006-3103,-8.7979443522601,-8.7979443522601
F389-0161,-8.79713820984156,-8.79713820984156
Y020-4272,-8.796806381733,-8.796806381733
D300-0307,-8.84363882641231,-8.79613882641231
D718-0929,-8.79469903015597,-8.79469903015597
5408-2185,-9.21289514319898,-8.79399514319898
5408-2185,-9.21289514319898,-8.79399514319898
0080-0005,-8.79362153102242,-8.79362153102242
G365-0330,-9.21921827390449,-8.79361827390449
D715-0290,-8.79351777255979,-8.79351777255979
L413-0190,-8.79305081028311,-8.79305081028311
G365-0442,-9.20325036131836,-8.79255036131836
M628-0008,-9.10956579022502,-8.79206579022502
D221-0304,-8.82766207373258,-8.79116207373258
C301-8841,-8.79092165643235,-8.79092165643235
G642-0261,-8.79609130215319,-8.79079130215319
D645-0033,-9.2001369266605,-8.7894369266605
F527-0519,-8.78897639924218,-8.78897639924218
C561-3143,-8.78881878356467,-8.78881878356467
D431-0199,-8.78697025257665,-8.78697025257665
F071-0458,-8.7846841381189,-8.7846841381189
V024-6670,-8.78460744624879,-8.78460744624879
8018-7843,-8.78463883389558,-8.78423883389558
C482-1031,-8.78399417842927,-8.78399417842927
Z250-2678,-8.80245217502512,-8.78395217502512
G229-0444,-8.783399500782,-8.783399500782
F541-0013,-8.78298829764499,-8.78298829764499
D383-0032,-8.78261025298118,-8.78261025298118
7706-0628,-8.78236366690571,-8.78236366690571
D437-0340,-8.78224586267205,-8.78224586267205
4896-5377,-8.7813452855513,-8.7813452855513
Y020-4481,-8.78152990241299,-8.78112990241299
8360-0204,-8.80201621809869,-8.78091621809869
J108-0010,-8.78007362691228,-8.78007362691228
P162-0874,-8.78152855033036,-8.77872855033036
D635-0118,-9.01718411758154,-8.77848411758154
5254-2312,-8.77823826262524,-8.77823826262524
1525-0215,-8.77806482684543,-8.77806482684543
F543-0219,-8.77765732478278,-8.77765732478278
5436-1105,-8.7775897567638,-8.7775897567638
V014-6146,-8.77650788680775,-8.77650788680775
D383-0033,-8.77644462229608,-8.77644462229608
Z250-1348,-8.7950107317854,-8.7762107317854
P814-4725,-8.77607929584934,-8.77607929584934
2323-2331,-9.30914759794435,-8.77534759794435
E540-0420,-8.77529023130809,-8.77529023130809
D429-0170,-8.77489687150574,-8.77449687150574
E726-0345,-8.77461109635535,-8.77441109635535
V028-5045,-8.7743010896303,-8.7743010896303
G221-0909,-8.77428456558734,-8.77428456558734
D487-0187,-8.77288334293445,-8.77288334293445
Z250-1318,-8.78984142503364,-8.77284142503364
F471-0834,-8.77337269233231,-8.77277269233231
D664-0051,-8.78488980753161,-8.77258980753161
5820-0985,-8.87627595682693,-8.77217595682693
D718-1116,-8.78670589016468,-8.77090589016468
F471-0739,-8.76922566441177,-8.76862566441177
5847-1285,-8.76843422627479,-8.76843422627479
C498-0054,-8.76834977789918,-8.76834977789918
C593-0514,-8.7681973758455,-8.7681973758455
C301-2977,-8.76812227170555,-8.76812227170555
3996-0016,-9.33190585261715,-8.76700585261715
V006-2576,-8.76660805227195,-8.76660805227195
D077-0269,-8.76623216588933,-8.76623216588933
M628-0009,-8.76606599225158,-8.76606599225158
3331-4209,-8.76501508327344,-8.76501508327344
V007-2905,-8.7646231558208,-8.7646231558208
D143-0492,-8.76417466987374,-8.76417466987374
G430-2677,-8.76403420905163,-8.76403420905163
P162-0957,-8.76671139189799,-8.76391139189799
6843-3160,-8.76376191535138,-8.76376191535138
Y040-4746,-9.58805507556171,-8.76355507556171
C564-0064,-8.76447223424708,-8.76317223424708
Z601-5289,-8.76264274775083,-8.76264274775083
G642-5993,-8.76244023124744,-8.76244023124744
D252-0131,-8.76225505482584,-8.76225505482584
Y070-5030,-9.49654492449855,-8.76224492449855
G266-1045,-8.7618369803157,-8.7616369803157
K227-0084,-8.76145205791335,-8.76145205791335
E613-0011,-8.76135395501733,-8.76135395501733
G357-1993,-8.7606784185345,-8.7606784185345
C276-0027,-8.75987408054597,-8.75987408054597
C463-0340,-8.80033485777722,-8.75903485777723
C697-0198,-8.75887621894725,-8.75887621894725
6466-1133,-8.75876976208921,-8.75876976208921
2725-0072,-8.75838981058404,-8.75838981058404
D715-2531,-8.91755831491,-8.75775831491
G786-1925,-8.93271244242742,-8.75691244242742
E235-1301,-8.75651048555412,-8.75651048555412
M628-0228,-8.75582292184593,-8.75582292184593
G192-0036,-9.1661711637868,-8.7554711637868
1683-2573,-8.75485599155389,-8.75485599155389
G801-0907,-8.76370513772522,-8.75430513772522
1813-0506,-8.7537977994292,-8.7537977994292
E613-0016,-8.75351812601074,-8.75351812601074
G192-0530,-9.16376691266659,-8.75306691266659
F470-0717,-8.75375206635814,-8.75305206635814
D437-0087,-8.75301230081616,-8.75301230081616
D252-0160,-8.75186758137853,-8.75186758137853
F541-0004,-8.7514279963737,-8.7514279963737
D634-0231,-8.75127192503286,-8.75127192503286
P162-0878,-8.75334216862152,-8.75054216862152
J108-0580,-8.75047428470267,-8.75047428470267
F389-0726,-8.74932903478458,-8.74932903478458
D367-0290,-9.17498972355644,-8.74818972355644
C301-7306,-8.74813336967848,-8.74813336967848
Y020-4498,-8.74783691027132,-8.74783691027132
V018-3353,-8.74719107390596,-8.74719107390596
E139-0276,-8.74899811863885,-8.74709811863885
E613-0256,-8.74708209876551,-8.74708209876551
S039-3878,-9.54803198192598,-8.74703198192598
D094-0028,-8.75319354682502,-8.74579354682502
Y020-2197,-8.74494455580097,-8.74494455580097
C361-1941,-8.74462516412186,-8.74462516412186
D718-1470,-9.06693918332962,-8.74443918332963
5436-1106,-8.7440505923089,-8.7440505923089
K015-0018,-8.74388391221803,-8.74388391221803
P043-0400,-8.74356229774744,-8.74356229774744
S368-0654,-8.74347753727987,-8.74347753727987
G856-2170,-8.79087480750935,-8.74267480750935
F235-0724,-8.74165714611229,-8.74165714611229
C301-6184,-8.75133430597469,-8.74163430597469
D429-0170,-8.74167339249786,-8.74127339249786
L459-0143,-8.73966213274663,-8.73966213274663
Z250-1322,-8.75693686561543,-8.73963686561543
D327-0101,-8.73962420261482,-8.73962420261482
F537-0213,-8.73902599252806,-8.73902599252806
Y010-0375,-8.73866778136872,-8.73866778136872
8020-5154,-8.73835934998376,-8.73835934998376
C301-9620,-8.73847861486352,-8.73827861486352
6484-0109,-8.73827576421571,-8.73827576421571
V007-8436,-8.73816582887992,-8.73816582887992
D389-0492,-8.73809897753982,-8.73809897753982
V014-6669,-8.73789877426333,-8.73789877426333
L834-1027,-8.73775876465715,-8.73775876465715
5989-2470,-8.82419387475941,-8.73669387475941
0132-0023,-8.75274693260783,-8.73624693260783
G266-0676,-8.73585132850958,-8.73585132850958
4449-2546,-8.7357315433438,-8.7357315433438
D718-0950,-8.73548903546494,-8.73548903546494
M628-0333,-9.33127540451118,-8.73537540451118
D437-0140,-8.7352323356727,-8.7352323356727
F541-0034,-8.73512709802573,-8.73512709802573
D103-2244,-8.73981528231209,-8.73371528231209
S625-0196,-9.60431801657361,-8.73331801657361
D385-0479,-8.73237479472852,-8.73237479472852
4483-0250,-8.7316800780052,-8.7316800780052
Y040-2635,-8.85587101239876,-8.73167101239876
4052-2841,-8.7306212522596,-8.7306212522596
Y020-8092,-8.73575535109427,-8.73015535109427
V017-0010,-8.81041013992835,-8.73011013992835
C593-0618,-8.72987086435896,-8.72987086435896
Y041-2522,-8.72986490922095,-8.72986490922095
D016-0642,-9.4958032609859,-8.7298032609859
G656-1147,-8.72862239448705,-8.72862239448705
P349-2371,-8.72848463130278,-8.72848463130278
5445-0224,-8.72695363561362,-8.72695363561362
F541-0457,-8.72639714020611,-8.72639714020611
D383-0083,-8.72600032764615,-8.72600032764615
E139-0272,-8.72752613955029,-8.72532613955029
D718-1419,-9.10003364616739,-8.72423364616739
F471-0732,-8.72400186165933,-8.72400186165933
D353-0760,-8.81022796480087,-8.72322796480087
M100-0344,-8.75070119427491,-8.72320119427491
G199-2082,-9.13313536181477,-8.72243536181477
6466-1119,-8.7212757551922,-8.7212757551922
4341-1335,-8.72099187448169,-8.72099187448169
8498-5083,-9.14709267558301,-8.72029267558301
D077-0328,-8.72028305708529,-8.72028305708529
P162-0912,-8.72230893220211,-8.71950893220211
Y020-4308,-8.71948876229779,-8.71948876229779
G786-1804,-8.71960052669001,-8.71930052669001
D016-0642,-9.48481271877768,-8.71881271877768
6527-0167,-8.71865078388354,-8.71865078388354
G264-2030,-8.71821812329581,-8.71821812329581
C498-0054,-8.71807494170323,-8.71807494170323
Y020-5951,-8.86486379667246,-8.71786379667246
F993-0313,-8.92943376487879,-8.71773376487879
E980-0029,-8.71712150833859,-8.71712150833859
F552-0120,-8.71677209263613,-8.71677209263613
V018-9166,-8.71630923970741,-8.71610923970741
G784-1009,-8.74750045283018,-8.71580045283018
5451-0533,-8.71574374259045,-8.71574374259045
G946-0564,-8.7155050163092,-8.7155050163092
C593-0560,-8.71512762294182,-8.71512762294182
M628-0024,-8.71409242404339,-8.71409242404339
C463-0304,-8.71903174577112,-8.71383174577112
C561-3111,-8.7137173655248,-8.7137173655248
Z218-4399,-9.12329508475687,-8.71259508475687
3594-0513,-8.82468240434668,-8.71258240434668
C610-0405,-8.71215172431326,-8.71215172431326
2331-0496,-8.71189222269704,-8.71139222269704
D667-0098,-8.71011372376303,-8.71011372376303
D221-0203,-8.70929966250905,-8.70929966250905
J108-0504,-8.70918805185598,-8.70918805185598
G357-1833,-8.7090596725583,-8.7090596725583
T842-1401,-8.884900044922,-8.708800044922
8645-0071,-8.70873144401923,-8.70873144401923
4386-0109,-8.84087076007617,-8.70857076007617
G205-0583,-8.70853256737815,-8.70853256737815
F543-0155,-8.70827813460987,-8.70827813460987
M628-0222,-8.7065292071026,-8.7065292071026
4071-0051,-8.70633451052808,-8.70633451052808
Y020-9493,-8.70593760744178,-8.70573760744178
C463-0346,-8.70537738248629,-8.70517738248629
D519-0378,-8.70487746462115,-8.70487746462115
G194-0441,-8.70713183649833,-8.70423183649833
P814-4338,-8.70329096456131,-8.70329096456131
T368-0544,-8.87903310190833,-8.70223310190833
S641-0123,-8.79144097208142,-8.70144097208142
E843-1064,-8.70352561418679,-8.70142561418679
M321-0332,-8.70101586310601,-8.70101586310601
6042-0071,-8.70046161665678,-8.70046161665678
M976-0172,-8.71827422224916,-8.69937422224916
D718-1362,-8.69879076049378,-8.69879076049378
D252-0070,-8.70234626829423,-8.69874626829423
D086-0317,-8.70381032540614,-8.69851032540614
Z250-1648,-8.71520609982826,-8.69800609982826
V019-7143,-8.70213091286607,-8.69733091286608
C498-0569,-8.69686985116496,-8.69686985116496
J108-0605,-8.69658075264588,-8.69658075264588
2187-1894,-8.72094757080533,-8.69634757080533
E613-0220,-8.69972619215005,-8.69562619215005
T226-1392,-8.69521451062648,-8.69521451062648
Y021-0466,-8.76010128522368,-8.69380128522368
T787-6325,-8.70608179720298,-8.69358179720298
K205-0120,-8.69372469041995,-8.69342469041995
5436-1086,-8.69235513845537,-8.69235513845537
D718-0951,-8.69192300537336,-8.69192300537336
G205-0721,-8.69177184106611,-8.69177184106611
G199-2096,-9.17255202840497,-8.69145202840497
H024-0096,-9.28234679604502,-8.69144679604502
D077-0015,-8.69113980252732,-8.69113980252732
C463-0048,-9.0739150010912,-8.6911150010912
D074-0522,-9.15050578254849,-8.69090578254849
P162-0876,-8.69356341814821,-8.69076341814821
T408-2216,-8.69394677366294,-8.69074677366294
C759-0603,-8.6966215936532,-8.6906215936532
F471-0724,-8.69051862903077,-8.69051862903077
C593-0412,-8.69168858164747,-8.69048858164747
D600-0104,-8.69013457391939,-8.69013457391939
C498-0008,-8.689782820249,-8.689782820249
Y041-7659,-8.68928110012145,-8.68928110012145
P582-0135,-8.70864054253028,-8.68884054253028
G199-3632,-9.09143909552982,-8.68883909552982
F541-0148,-8.68742846706573,-8.68742846706573
6434-3531,-8.68722805543728,-8.68722805543728
E139-0051,-8.69229157644886,-8.68699157644886
C887-1181,-8.75841989493306,-8.68671989493306
V003-1320,-8.6855047839546,-8.6855047839546
T742-0024,-9.32310049442164,-8.68550049442164
C498-0021,-8.68541047052327,-8.68541047052327
Y020-2544,-8.68532826999314,-8.68532826999314
G540-0797,-8.69660670164282,-8.68500670164282
F389-0001,-8.68353826820173,-8.68353826820173
G857-0893,-8.68268560889397,-8.68268560889397
F159-0091,-8.70627102335682,-8.68227102335682
G857-0993,-8.68226408362146,-8.68226408362146
D077-0280,-8.6821085790696,-8.6821085790696
